CustomerName,CustomerNumber,RouteCode,StopSequence,Address,City,ProvinceCode,Postal Code,Country,DeliveryDate,DeliveryWindowStartTime,PhoneNumber,OrderId,EmailAddress,MasterBarcode,BarcodedSerialNumber,Barcode,RefaNumber,PieceNotes,ParcelWeight,ParcelWeightUnit,ParcelLength,ParcelLengthUnit,ParcelWidth,ParcelWidthUnit,ParcelHeight,ParcelHeightUnit,OtmNumber,PackagingFormCode,BarcodeSerialQualifier,BarcodeQualifier,MasterBarcodeQualifier
"010"" - "":CALGARY CO-OP #15 PHARM",032672,QH,10,700-2220 68TH ST N E,CALGARY,"AB ",T1YY6Y,CA,20-11-2024,05:00:00,04032992606,B001943644,,,,00006291150970281182,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943644,,,,
"010"" - "":CALGARY CO-OP #15 PHARM",032672,QH,10,700-2220 68TH ST N E,CALGARY,"AB ",T1YY6Y,CA,20-11-2024,05:00:00,04032992606,B001943644,,,,00006291150970429263,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943644,,,,
"004"" - "":MARSHALL PRESCRIPTION CENTER",033746,QH,4,214-1231 9TH AVE S E,CALGARY,"AB ",T2GG0S,CA,20-11-2024,05:00:00,04032627704,B001943635,,,,00006291150970425555,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943635,,,,
"004"" - "":MARSHALL PRESCRIPTION CENTER",033746,QH,4,214-1231 9TH AVE S E,CALGARY,"AB ",T2GG0S,CA,20-11-2024,05:00:00,04032627704,B001943635,,,,00006291150970439880,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943635,,,,
"011"" - "":CALGARY CO-OP # 8 PHARM",068973,QH,11,2580 SOUTHLAND DR S W,CALGARY,"AB ",T2VV4J,CA,20-11-2024,05:00:00,04032995374,B001943628,,,,00006291150970285180,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943628,,,,
"011"" - "":CALGARY CO-OP # 8 PHARM",068973,QH,11,2580 SOUTHLAND DR S W,CALGARY,"AB ",T2VV4J,CA,20-11-2024,05:00:00,04032995374,B001943628,,,,00006291150970285197,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943628,,,,
"011"" - "":CALGARY CO-OP # 8 PHARM",068973,QH,11,2580 SOUTHLAND DR S W,CALGARY,"AB ",T2VV4J,CA,20-11-2024,05:00:00,04032995374,B001943628,,,,00006291150970285203,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943628,,,,
"011"" - "":CALGARY CO-OP # 8 PHARM",068973,QH,11,2580 SOUTHLAND DR S W,CALGARY,"AB ",T2VV4J,CA,20-11-2024,05:00:00,04032995374,B001943628,,,,00006291150970285210,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943628,,,,
"011"" - "":CALGARY CO-OP # 8 PHARM",068973,QH,11,2580 SOUTHLAND DR S W,CALGARY,"AB ",T2VV4J,CA,20-11-2024,05:00:00,04032995374,B001943628,,,,00006291150970285227,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943628,,,,
"011"" - "":CALGARY CO-OP # 8 PHARM",068973,QH,11,2580 SOUTHLAND DR S W,CALGARY,"AB ",T2VV4J,CA,20-11-2024,05:00:00,04032995374,B001943628,,,,00006291150970285234,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943628,,,,
"020"" - "":MARSHALL DRUGS LTD #2",070797,QH,20,1233 9TH AVE S E,CALGARY,"AB ",T2GG0S,CA,20-11-2024,05:00:00,04032651709,B001943641,,,,00006291150970425333,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943641,,,,
"020"" - "":MARSHALL DRUGS LTD #2",070797,QH,20,1233 9TH AVE S E,CALGARY,"AB ",T2GG0S,CA,20-11-2024,05:00:00,04032651709,B001943641,,,,00006291150970429102,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943641,,,,
"020"" - "":MARSHALL DRUGS LTD #2",070797,QH,20,1233 9TH AVE S E,CALGARY,"AB ",T2GG0S,CA,20-11-2024,05:00:00,04032651709,B001943641,,,,00006291150970430146,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943641,,,,
"020"" - "":MARSHALL DRUGS LTD #2",070797,QH,20,1233 9TH AVE S E,CALGARY,"AB ",T2GG0S,CA,20-11-2024,05:00:00,04032651709,B001943641,,,,00006291150970439606,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943641,,,,
"020"" - "":MARSHALL DRUGS LTD #2",070797,QH,20,1233 9TH AVE S E,CALGARY,"AB ",T2GG0S,CA,20-11-2024,05:00:00,04032651709,B001943641,,,,00006291150970443351,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943641,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287542,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287566,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287573,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287580,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287597,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287733,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287740,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287795,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287825,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970287832,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970429164,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970429171,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"016"" - "":CALGARY CO-OP #14 PHARM",106898,QH,16,250 SHAWVILLE BLVD S W,CALGARY,"AB ",T2YY2Z,CA,20-11-2024,05:00:00,04032994439,B001943630,,,,00006291150970439668,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943630,,,,
"002"" - "":CALGARY CO-OP #17 PHARM",224410,QH,2,400-1000 HAMPTONS DR N W,CALGARY,"AB ",T3AA6A,CA,20-11-2024,05:00:00,04032996713,B001943639,,,,00006291150970282370,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943639,,,,
"002"" - "":CALGARY CO-OP #17 PHARM",224410,QH,2,400-1000 HAMPTONS DR N W,CALGARY,"AB ",T3AA6A,CA,20-11-2024,05:00:00,04032996713,B001943639,,,,00006291150970282387,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943639,,,,
"002"" - "":CALGARY CO-OP #17 PHARM",224410,QH,2,400-1000 HAMPTONS DR N W,CALGARY,"AB ",T3AA6A,CA,20-11-2024,05:00:00,04032996713,B001943639,,,,00006291150970282394,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943639,,,,
"002"" - "":CALGARY CO-OP #17 PHARM",224410,QH,2,400-1000 HAMPTONS DR N W,CALGARY,"AB ",T3AA6A,CA,20-11-2024,05:00:00,04032996713,B001943639,,,,00006291150970282400,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943639,,,,
"002"" - "":CALGARY CO-OP #17 PHARM",224410,QH,2,400-1000 HAMPTONS DR N W,CALGARY,"AB ",T3AA6A,CA,20-11-2024,05:00:00,04032996713,B001943639,,,,00006291150970282417,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943639,,,,
"002"" - "":CALGARY CO-OP #17 PHARM",224410,QH,2,400-1000 HAMPTONS DR N W,CALGARY,"AB ",T3AA6A,CA,20-11-2024,05:00:00,04032996713,B001943639,,,,00006291150970282424,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943639,,,,
"002"" - "":CALGARY CO-OP #17 PHARM",224410,QH,2,400-1000 HAMPTONS DR N W,CALGARY,"AB ",T3AA6A,CA,20-11-2024,05:00:00,04032996713,B001943639,,,,00006291150970425562,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943639,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288044,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943636,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288051,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943636,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288068,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943636,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288075,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943636,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288082,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943636,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288099,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943636,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288280,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288297,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288501,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288518,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"003"" - "":CALGARY CO-OP # 1 PHARM",305219,QH,3,1130 11TH AVE S W,CALGARY,"AB ",T2RR0G,CA,20-11-2024,05:00:00,04032994255,B001943636,,,,00006291150970288556,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970281526,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943648,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970281533,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943648,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970281540,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943648,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970281557,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943648,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970281564,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943648,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970282202,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970282226,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970282233,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970282301,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"022"" - "":CALGARY CO-OP #20 PHARM",305227,QH,22,1000-11595 ROCKY VALLEY,CALGARY,"AB ",T3GG5Y,CA,20-11-2024,05:00:00,04032995454,B001943648,,,,00006291150970282318,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,,,,,
"007"" - "":CALGARY CO-OP #21 PHARM",332858,QH,7,917 85TH ST S W,CALGARY,"AB ",T3HH4C,CA,20-11-2024,05:00:00,04032994420,B001943643,,,,00006291150970288105,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943643,,,,
"007"" - "":CALGARY CO-OP #21 PHARM",332858,QH,7,917 85TH ST S W,CALGARY,"AB ",T3HH4C,CA,20-11-2024,05:00:00,04032994420,B001943643,,,,00006291150970288112,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943643,,,,
"007"" - "":CALGARY CO-OP #21 PHARM",332858,QH,7,917 85TH ST S W,CALGARY,"AB ",T3HH4C,CA,20-11-2024,05:00:00,04032994420,B001943643,,,,00006291150970288129,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943643,,,,
"007"" - "":CALGARY CO-OP #21 PHARM",332858,QH,7,917 85TH ST S W,CALGARY,"AB ",T3HH4C,CA,20-11-2024,05:00:00,04032994420,B001943643,,,,00006291150970288136,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943643,,,,
"007"" - "":CALGARY CO-OP #21 PHARM",332858,QH,7,917 85TH ST S W,CALGARY,"AB ",T3HH4C,CA,20-11-2024,05:00:00,04032994420,B001943643,,,,00006291150970288143,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943643,,,,
"008"" - "":PC8013 CAMBRIAN PHCY 1996",356360,QH,8,9-728 NORTHMONT DR N W,CALGARY,"AB ",T2KK3K,CA,20-11-2024,05:00:00,04032899181,B001943642,,,,00006291150970283131,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943642,,,,
"008"" - "":PC8013 CAMBRIAN PHCY 1996",356360,QH,8,9-728 NORTHMONT DR N W,CALGARY,"AB ",T2KK3K,CA,20-11-2024,05:00:00,04032899181,B001943642,,,,00006291150970283148,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943642,,,,
"008"" - "":PC8013 CAMBRIAN PHCY 1996",356360,QH,8,9-728 NORTHMONT DR N W,CALGARY,"AB ",T2KK3K,CA,20-11-2024,05:00:00,04032899181,B001943642,,,,00006291150970283162,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943642,,,,
"008"" - "":PC8013 CAMBRIAN PHCY 1996",356360,QH,8,9-728 NORTHMONT DR N W,CALGARY,"AB ",T2KK3K,CA,20-11-2024,05:00:00,04032899181,B001943642,,,,00006291150970283223,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943642,,,,
"008"" - "":PC8013 CAMBRIAN PHCY 1996",356360,QH,8,9-728 NORTHMONT DR N W,CALGARY,"AB ",T2KK3K,CA,20-11-2024,05:00:00,04032899181,B001943642,,,,00006291150970283230,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943642,,,,
"008"" - "":PC8013 CAMBRIAN PHCY 1996",356360,QH,8,9-728 NORTHMONT DR N W,CALGARY,"AB ",T2KK3K,CA,20-11-2024,05:00:00,04032899181,B001943642,,,,00006291150970439828,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943642,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970281922,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970281939,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970281946,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970281953,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970281960,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970281977,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970281984,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970281991,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970282004,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970282011,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970282028,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970282035,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970282042,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970282059,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970282066,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
"012"" - "":REXALL #7289 SUPER DRUG MART",357988,QH,12,2050-11300 TUSCANY BLVD N W,CALGARY,"AB ",T3LL2V,CA,20-11-2024,05:00:00,04032081704,B001943627,,,,00006291150970282073,,CONSUMER GOODS,1,kg,0,cm,0,cm,0,cm,B001943627,,,,
